id,name,description,craft,location,aliases,visual_keywords,visual_description,recognition_hint
entity_JZ_TS_009,平贵勇降烈马,取自粤剧《彩楼击掌》中的一折。唐丞相王允三女王宝钏，抛球招亲，被贫士薛平贵接得。王允翻悔，逼女儿退婚，宝钏不从，与父三击掌，自嫁平贵于寒窑。适西凉进烈马，满朝大唐无人能驯，平贵勇降烈马，得封马步先行，带兵出征西凉。征战中遭奸帅陷害，中伏被西凉所擒，后招为驸马，最后登上皇位，回朝接宝钏。图中表现的是薛平贵勇降烈马的场景。,陶塑,首进中路西侧北面,陶塑平贵勇降烈马,陶塑|平贵勇降烈马|烈马|人物|动物,图中表现的是薛平贵勇降烈马的场景。,重点识别烈马、动物等可见特征。
entity_JZ_TS_010,凤戏牡丹（凤凰牡丹）,以凤凰与牡丹为图案。凤凰是我国古代传说中的神鸟，也是鸟中之王；牡丹被称为百花之王，具有荣华富贵之态。,陶塑,首进中路南面、北面,凤凰牡丹|凤戏牡丹|陶塑凤戏牡丹,陶塑|凤凰牡丹|凤戏牡丹|凤凰|牡丹|动物|植物纹样,以凤凰与牡丹为图案。,重点识别凤凰、牡丹、动物、植物纹样等可见特征。
entity_JZ_TS_011,松鹤延年（松鹤同春、松鹤长春）,以松树与仙鹤为图案。松为四季长青之树，鹤为千年仙禽，松鹤均寓意长寿。,陶塑,首进中路北面,松鹤同春|松鹤长春|松鹤延年|陶塑松鹤延年,陶塑|松鹤同春|松鹤长春|松鹤延年|仙鹤|松树|动物|植物纹样,以松树与仙鹤为图案。,重点识别仙鹤、松树、动物、植物纹样等可见特征。
entity_JZ_TS_012,凤衔诰（凤衔诏、凤衔书）,晋·陆翙《邺中记》载：后赵主石季龙与皇后在观上以五色纸书写诏书，放于木凤口中，命人从楼上放下去，木凤飞转而下、异常逼真，谓之"凤诰"。后世常以"五色书"作为皇帝诏书的代称。,陶塑,首进东路南面,凤衔诏|凤衔书|凤衔诰|陶塑凤衔诰,陶塑|凤衔诏|凤衔书|凤衔诰,该陶塑建筑装饰以“凤衔诰（凤衔诏、凤衔书）”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“凤衔诰（凤衔诏、凤衔书）”题材与陶塑表现形式进行识别。
entity_JZ_TS_013,麒麟吐玉书（麒麟送书）,传说孔子降生的当天晚上，有麒麟降临孔府，并吐玉书三卷，孔子家人将一彩绣系在麟角上，以示谢意。以后孔子精读三卷玉书，成为圣人。,陶塑,首进东路南面,麒麟送书|麒麟吐玉书|陶塑麒麟吐玉书,陶塑|麒麟送书|麒麟吐玉书|麒麟|玉书|动物,该陶塑建筑装饰以“麒麟吐玉书（麒麟送书）”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点识别麒麟、玉书、动物等可见特征。
entity_JZ_TS_014,智收南郡,取自《三国演义》。赤壁之战后，都督周瑜想乘胜攻南郡，获悉刘备也有夺取南郡之意，与诸葛亮约定，若他攻下南郡，刘备则可取之。周瑜攻南郡，遭守将曹仁、陈矫抵御，并按曹操留下的密计引周瑜入城，箭伤周瑜。周瑜诈死，曹仁夜晚出城劫营，曹仁中伏大败溃逃。诸葛亮一直观察两军战况，趁双方拼杀时，遣赵云先行占领南郡，并从陈矫手中取得兵符调离荆州、襄阳守将，袭取城池。周瑜得知大怒，伤口迸裂。脊饰中表现的是诸葛亮调兵遣将的情景，中间的牌匾"江凌"是"江陵"的笔误，是故事发生的重要地点，为南郡首府，后成蜀国在荆州的治所，兼为政治、经济、军事中心。,陶塑,首进西路南面,陶塑智收南郡,陶塑|智收南郡|诸葛亮|刘备,赤壁之战后，都督周瑜想乘胜攻南郡，获悉刘备也有夺取南郡之意，与诸葛亮约定，若他攻下南郡，刘备则可取之。,重点识别诸葛亮、刘备等可见特征。
entity_JZ_TS_015,长寿富贵,花板四周以各类花鸟相伴，取绶带鸟、牡丹、玉兰寓意长寿富贵，同样以松鹤、牡丹比喻长寿富贵。,陶塑,首进西路南面、北面,陶塑长寿富贵,陶塑|长寿富贵,该陶塑建筑装饰以“长寿富贵”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“长寿富贵”题材与陶塑表现形式进行识别。
entity_JZ_TS_016,卸甲封王,故事叙述了唐朝大将郭子仪奉旨勤王，剿灭安禄山后班师还朝，向唐王复命。唐肃宗令他卸甲换袍封为汝阳王，官拜中书令。恰值七十大寿，官高爵显的八子七婿纷至沓来，文武百官也齐来贺寿。图中表现的是唐肃宗听"戎服面君"的郭子仪奏报平叛经过，并对其功劳大加赞许的场面。,陶塑,首进西路南面、北面,陶塑卸甲封王,陶塑|卸甲封王|郭子仪|人物,图中表现的是唐肃宗听"戎服面君"的郭子仪奏报平叛经过，并对其功劳大加赞许的场面。,重点识别郭子仪特征，并结合“卸甲封王”题材与陶塑表现形式判断。
entity_JZ_TS_017,三多（三多图）,图案由石榴、佛手、仙桃组成。石榴象征多子，佛手象征多福，仙桃象征长寿，三者是为"三多"。,陶塑,首进西路南面,三多图|三多|陶塑三多,陶塑|三多图|三多|石榴|佛手|植物纹样,图案由石榴、佛手、仙桃组成。,重点识别石榴、佛手、植物纹样等可见特征。
entity_JZ_TS_018,博古图,在北宋，徽宗曾命人撰《宣和博古图》。古代具有较高艺术的古器物如鼎、瓷器、玉器、石雕等，因其珍贵而见者甚寡，所以绘成博古图、博古屏等，为人们提供一条认识古玩的途径。这些由古器物组成图案的绘画或装饰的工艺品，都称"博古"。后来有人还在博古画上加花卉等，增添博古面的新颖性，这种图画的传播有助现代人认识古代器物、拓宽知识。,陶塑,首进西路南面、后进东路南面、北面,博古|陶塑博古图,陶塑|博古图|石雕,古代具有较高艺术的古器物如鼎、瓷器、玉器、石雕等，因其珍贵而见者甚寡，所以绘成博古图、博古屏等，为人们提供一条认识古玩的途径。这些由古器物组成图案的绘画或装饰的工艺品，都称"博古"。,重点结合“博古图”题材与陶塑表现形式进行识别。
entity_JZ_TS_019,凤戏牡丹（中进聚贤堂）,以凤凰与牡丹为图案。凤凰是我国古代传说中的神鸟，也是鸟中之王，象征美丽和祥瑞；牡丹被称为百花之王，具有荣华富贵之态。,陶塑,中进聚贤堂南面、北面,中进聚贤堂|凤戏牡丹|陶塑凤戏牡丹,陶塑|中进聚贤堂|凤戏牡丹|凤凰|牡丹|动物|植物纹样,以凤凰与牡丹为图案。,重点识别凤凰、牡丹、动物、植物纹样等可见特征。
entity_JZ_TS_020,鳌鱼（螭吻、鸱吻）,传说鳌鱼是龙生的九个儿子中的一个，这位龙子好在险要处张望，也喜欢吞火。相传汉武帝建柏梁殿时，有人上书说大海中有一种鱼，尾似鸱尾，喷浪降雨，可以防火，建议置于屋顶以避火灾，于是便塑其形象在屋顶的角脊之上。,陶塑,中进（角脊之上）,螭吻|鸱吻|鳌鱼|陶塑鳌鱼,陶塑|螭吻|鸱吻|鳌鱼|动物,相传汉武帝建柏梁殿时，有人上书说大海中有一种鱼，尾似鸱尾，喷浪降雨，可以防火，建议置于屋顶以避火灾，于是便塑其形象在屋顶的角脊之上。,重点识别动物特征，并结合“鳌鱼（螭吻、鸱吻）”题材与陶塑表现形式判断。
entity_JZ_TS_021,瓜瓞连绵,"""大者曰瓜，小者曰瓞。""瓜瓞多，藤蔓绵长，大小瓜瓞结在绵长的藤蔓上，以此象征子孙万代、世代绵长。",陶塑,中进聚贤堂南面、北面,陶塑瓜瓞连绵,陶塑|瓜瓞连绵,该陶塑建筑装饰以“瓜瓞连绵”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“瓜瓞连绵”题材与陶塑表现形式进行识别。
entity_JZ_TS_022,子孙万代（福禄绵长）,图案由藤蔓与葫芦组成。"蔓"与"万"谐音，"蔓带"谐音"万代"。藤蔓缠绕，盘曲绵长，寓意万代久长之意；葫芦为多籽植物，借喻为子孙繁衍；"葫芦"也谐音"福禄"。,陶塑,中进聚贤堂南面、北面,福禄绵长|子孙万代|陶塑子孙万代,陶塑|福禄绵长|子孙万代|葫芦,图案由藤蔓与葫芦组成。,重点识别葫芦特征，并结合“子孙万代（福禄绵长）”题材与陶塑表现形式判断。
entity_JZ_TS_023,群仙祝寿,水仙代表群仙；"竹"与"祝"谐音；石、人们称为寿石，寓意长寿。借物比喻群仙祝寿。,陶塑,中进聚贤堂南面,陶塑群仙祝寿,陶塑|群仙祝寿|祝寿,借物比喻群仙祝寿。,重点识别祝寿特征，并结合“群仙祝寿”题材与陶塑表现形式判断。
entity_JZ_TS_024,加官图（冠上加官）,雄鸡与鸡冠花组成的图案，取"冠"与"官"的谐音，寓意官场得意。,陶塑,中进聚贤堂北面,冠上加官|加官图|加官|陶塑加官图,陶塑|冠上加官|加官图,雄鸡与鸡冠花组成的图案，取"冠"与"官"的谐音，寓意官场得意。,重点结合“加官图（冠上加官）”题材与陶塑表现形式进行识别。
entity_JZ_TS_025,花开富贵,牡丹为花中之王，寓意富贵，牡丹盛开比喻花开富贵。,陶塑,中进聚贤堂南面、北面,陶塑花开富贵,陶塑|花开富贵,该陶塑建筑装饰以“花开富贵”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“花开富贵”题材与陶塑表现形式进行识别。
entity_JZ_TS_026,玉堂长寿富贵,图案以玉兰、海棠、牡丹、绶带鸟组成。取玉兰、海棠之"玉堂"谐音；取牡丹富贵之意；绶带鸟取其"绶"与"寿"谐音。,陶塑,中进聚贤堂南面,陶塑玉堂长寿富贵,陶塑|玉堂长寿富贵|牡丹|动物|植物纹样,图案以玉兰、海棠、牡丹、绶带鸟组成。,重点识别牡丹、动物、植物纹样等可见特征。
entity_JZ_TS_027,和合二仙（和合二圣）,和合二仙是中国民间传说中主婚姻和合之神，亦称和合二圣。传说唐代诗僧寒山与拾得，二人相交甚厚，和睦同心，民间珍视他俩情同手足的情意，把他俩推为和睦友爱的民间爱神。至清代雍正皇帝正式封寒山为"和圣"、拾得为"合圣"，和合二仙从此名扬天下。后来民间为迎合大众喜好，取汉语"荷"（"禾"）与"和"、"盒"与"合"谐音，把二圣形象慢慢演变为一持荷（禾穗）一捧盒相向为礼的两位童子。,陶塑,中进聚贤堂（约北面）,和合二圣|和合二仙|陶塑和合二仙,陶塑|和合二圣|和合二仙|动物|植物纹样,后来民间为迎合大众喜好，取汉语"荷"（"禾"）与"和"、"盒"与"合"谐音，把二圣形象慢慢演变为一持荷（禾穗）一捧盒相向为礼的两位童子。,重点识别动物、植物纹样等可见特征。
entity_JZ_TS_028,福寿双全,以蝙蝠（福）、寿桃（寿）等吉祥图案组成，寓意福寿双全。,陶塑,中进聚贤堂（约北面）,陶塑福寿双全,陶塑|福寿双全|蝙蝠|动物,以蝙蝠（福）、寿桃（寿）等吉祥图案组成，寓意福寿双全。,重点识别蝙蝠、动物等可见特征。
entity_JZ_TS_029,麒麟送子,相传孔子诞生的前夜，孔母在睡梦中忽见风云际会、电闪雷鸣，突然一头龙头、鹿角、狮身、羊蹄、牛尾的灵兽，全身麟光闪闪，从天际飞腾而至，孔母瞬即惊醒。翌日清晨，一代圣人孔子降临世间，人们视孔子为麒麟送子。,陶塑,中进聚贤堂南面,陶塑麒麟送子,陶塑|麒麟送子|送子|麒麟|龙头|动物,相传孔子诞生的前夜，孔母在睡梦中忽见风云际会、电闪雷鸣，突然一头龙头、鹿角、狮身、羊蹄、牛尾的灵兽，全身麟光闪闪，从天际飞腾而至，孔母瞬即惊醒。翌日清晨，一代圣人孔子降临世间，人们视孔子为麒麟送子。,重点识别送子、麒麟、龙头、动物等可见特征。
entity_JZ_TS_030,招财进宝、祥瑞平安,招财进宝：民间多以善财童子手捧元宝、手举方孔钱为形象，表达人们向往富足生活的美好愿望。祥瑞平安："瓶"与"平"谐音，麒麟是瑞兽，喻祥瑞。民间以麒麟与花瓶寓意祥瑞平安。,陶塑,中进聚贤堂南面,陶塑招财进宝、祥瑞平安|招财进宝祥瑞平安,陶塑|招财进宝|祥瑞平安|动物,招财进宝：民间多以善财童子手捧元宝、手举方孔钱为形象，表达人们向往富足生活的美好愿望。,重点识别动物特征，并结合“招财进宝、祥瑞平安”题材与陶塑表现形式判断。
entity_JZ_TS_031,八仙过海,八仙是指民间广为流传的道教八位神仙，分别是铁拐李、何仙姑、汉钟离、蓝采和、张果老、韩湘子、吕洞宾、曹国舅。相传八仙相约游东海蓬莱岛，吕洞宾建议不驾云、不乘舟，各想办法渡海，结果八仙以各自的法宝渡海至蓬莱岛（铁拐李用铁杖及葫芦，汉钟离用芭蕉扇，张果老用鱼鼓，蓝采和用花篮，何仙姑用莲花，吕洞宾用长剑，韩湘子用横笛，曹国舅用玉板）。于是民间有"八仙过海，各显神通"之说。,陶塑,中进聚贤堂南面（页内亦见"中进东路南面"标注）,陶塑八仙过海,陶塑|八仙过海|吕洞宾|神仙|法宝|莲花|葫芦|八仙|剑|人物|植物纹样,八仙是指民间广为流传的道教八位神仙，分别是铁拐李、何仙姑、汉钟离、蓝采和、张果老、韩湘子、吕洞宾、曹国舅。相传八仙相约游东海蓬莱岛，吕洞宾建议不驾云、不乘舟，各想办法渡海，结果八仙以各自的法宝渡海至蓬莱岛（铁拐李用铁杖及葫芦，汉钟离用芭蕉扇，张果老用鱼鼓，蓝采和用花篮，何仙姑用莲花，吕洞宾用长剑，韩湘子用横笛，曹国舅用玉板）。,重点识别吕洞宾、神仙、法宝、莲花、葫芦等可见特征。
entity_JZ_TS_032,一子定乾坤,隋朝末年，隋炀帝昏庸无道，张仲坚（虬髯客）有大志，与李靖、红拂女志同道合，人称"风尘三侠"。一次，他问李靖"谁是当今英雄？"李靖答"太原李世民"，张仲坚便请李靖找机会让他和李世民会面。李世民爱好围棋，常在晋阳令刘文静家以棋会友，聚商大事。李靖带张仲坚见刘文静说"张仲坚闻李世民棋艺高超，特来请教。"刘文静命人去请李世民。李世民应约来到，张仲坚抓起四子就摆在四角星位上大呼"老虬四子占四方"。李世民看就明白对方的来意，不慌不忙地拿起一子，放在天元位上朗声道"小子一子定乾坤！"中盘过后，张仲坚所占的四角已被李世民吃掉三个。当李世民又拿起一子伸向对方最后一个角时，张仲坚忙托住李世民的手道"中原已归公子所有，西南一隅，山路远，就请公子交给我吧！"后来，李世民打下大唐江山，张仲坚也平定了西南，当了扶余国的新王。,陶塑,中进聚贤堂南面,陶塑一子定乾坤,陶塑|一子定乾坤,该陶塑建筑装饰以“一子定乾坤”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“一子定乾坤”题材与陶塑表现形式进行识别。
entity_JZ_TS_033,琴棋书画（四艺雅集）,古时文人讲究抚琴、弈棋、书法、绘画四种技艺，体现一种超脱世俗、清高无上的精神。,陶塑,中进聚贤堂南面、北面,四艺雅集|琴棋书画|陶塑琴棋书画,陶塑|四艺雅集|琴棋书画,该陶塑建筑装饰以“琴棋书画（四艺雅集）”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“琴棋书画（四艺雅集）”题材与陶塑表现形式进行识别。
entity_JZ_TS_034,暗八仙,暗八仙是指八仙所持的八件法宝：葫芦和拐杖（铁拐李）、扇子（汉钟离）、鱼鼓（张果老）、花篮（蓝采和）、玉板或阴阳板（曹国舅）、洞箫或横笛（韩湘子）、荷花莲叶或笊篱（何仙姑）、宝剑（吕洞宾）。,陶塑,中进聚贤堂北面,陶塑暗八仙,陶塑|暗八仙|吕洞宾|法宝|宝剑|荷花|葫芦|八仙|剑|植物纹样,暗八仙是指八仙所持的八件法宝：葫芦和拐杖（铁拐李）、扇子（汉钟离）、鱼鼓（张果老）、花篮（蓝采和）、玉板或阴阳板（曹国舅）、洞箫或横笛（韩湘子）、荷花莲叶或笊篱（何仙姑）、宝剑（吕洞宾）。,重点识别吕洞宾、法宝、宝剑、荷花、葫芦等可见特征。
entity_JZ_TS_035,文财神,财神是民间供奉的善神之一，流传有多种不同的版本，其中"文财神"财帛星君，也称"增福财神"，经常与福、禄、寿和喜神列在一起，合为福、禄、寿、财、喜。财帛星君常手捧聚宝盆，寓"招财进宝"之意。每逢农历正月初五有"接财神"的习俗。,陶塑,中进聚贤堂北面,陶塑文财神,陶塑|文财神,该陶塑建筑装饰以“文财神”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“文财神”题材与陶塑表现形式进行识别。
entity_JZ_TS_036,天官赐福,道教中有三元，又名三官。上元天官赐福，中元地官赦罪、下元水官解厄。天官名为上元一品赐福天官，每逢正月十五日，即下人间，校定人之罪福，故称天官赐福。因天官是赐福降缘给人间的神仙，故民间又称之为福星。农历正月十五为上元节，民间多有祭礼祈福活动。,陶塑,中进聚贤堂北面,陶塑天官赐福,陶塑|天官赐福,该陶塑建筑装饰以“天官赐福”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“天官赐福”题材与陶塑表现形式进行识别。
entity_JZ_TS_037,香山九老,唐朝末年，白居易与胡杲、吉皎、刘真、郑据、卢贞、张浑及李元爽、僧如满等八人，年老退居洛阳，因志趣相投，结为九老会，常宴集于香山，寄情山水，因此得名"香山九老"。成为文人墨客悠闲隐逸生活的风雅韵事，后来"九老图"成为告老还乡者聚会之典。白居易晚年又号香山居士。,陶塑,中进聚贤堂北面,陶塑香山九老,陶塑|香山九老,该陶塑建筑装饰以“香山九老”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“香山九老”题材与陶塑表现形式进行识别。
entity_JZ_TS_038,琴棋书画（四艺雅集）（聚贤堂北面）,古时文人讲究抚琴、弈棋、书法、绘画四种技艺，体现一种超脱世俗、清高无上的精神。故常将"琴棋书画"称为四艺雅集。,陶塑,中进聚贤堂北面,四艺雅集|聚贤堂北面|琴棋书画|陶塑琴棋书画,陶塑|四艺雅集|聚贤堂北面|琴棋书画,该陶塑建筑装饰以“琴棋书画（四艺雅集）（聚贤堂北面）”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“琴棋书画（四艺雅集）（聚贤堂北面）”题材与陶塑表现形式进行识别。
entity_JZ_TS_039,瓦檐狮子,狮子是唯一一种雌雄两态的猫科动物，特别是雄狮，体魄健壮，吼声如雷、十分威武。古称狮子为"兽中之王"，因是文殊菩萨坐骑，被历代视作高贵、祥瑞、威严的"灵兽"，有护法辟邪的作用。民间常以对狮置于官府、寺庙、民宅等建筑的显要位置，既镇宅保平安，又显示威猛，表现仁德。对狮为一雌一雄，雄狮代表帝王的尊严（民间则代表权力），爪下按一球；雌狮代表子孙昌盛，爪下按一活泼可爱的小狮子。,陶塑,瓦檐（建筑装饰构件）,陶塑瓦檐狮子,陶塑|瓦檐狮子|狮子|雄狮|雌狮|小狮|动物,狮子是唯一一种雌雄两态的猫科动物，特别是雄狮，体魄健壮，吼声如雷、十分威武。雌狮代表子孙昌盛，爪下按一活泼可爱的小狮子。,重点识别狮子、雄狮、雌狮、小狮、动物等可见特征。
entity_JZ_TS_040,刘海戏金蟾、东方朔偷桃,刘海戏钱（刘海戏金蟾）：历史上的刘海为五代后梁广陵人，事燕主刘守光为相，喜道学，后弃官入道，道号"海蟾子"。相传得道成仙，化鹤而去，后人当作福神。"刘海戏钱"寓意放弃功名利禄，淡泊修行；传说金蟾原是一只三足蟾蜍，能口吐金钱，后被刘海用计收服，助刘海造福世人，故有"刘海戏金蟾，步步钓金钱"之说。因"刘海戏金蟾"与"刘海戏金钱"谐音，民间多用此形象作装饰以图吉利。东方朔捧桃（东方朔偷桃）：东方朔，字曼倩，西汉名士，学问渊博，擅辞赋，性诙谐，被汉武帝召为侍臣。传说东方朔曾三次偷食王母蟠桃，而此桃是三千年一开花、三千年一结果，食一个寿与天齐，后世以东方朔偷桃寓意长寿，常作祝寿之用。,陶塑,中进东路南面,陶塑刘海戏金蟾、东方朔偷桃|刘海戏金蟾东方朔偷桃,陶塑|刘海戏金蟾|东方朔偷桃|东方朔|金蟾|刘海|动物,因"刘海戏金蟾"与"刘海戏金钱"谐音，民间多用此形象作装饰以图吉利。,重点识别东方朔、金蟾、刘海、动物等可见特征。
entity_JZ_TS_041,丁山射雁,取自《薛仁贵征东》。薛仁贵投军后，其妻柳迎春生下儿子丁山，得孩亲、乳母周济度日，丁山长大后射雁卖雁养亲。薛仁贵在战场立功受爵，回乡探妻。途中见丁山一箭双雁，惊讶其箭法，有心买下双雁。山前忽来一猛虎，仁贵恐男孩受害，用箭射虎，不料误射男孩，被虎叼入山中。至寒窑，夫妻相会，始知误射的男孩为儿子丁山，夫妻悲伤不已。,陶塑,中进东路南面,陶塑丁山射雁,陶塑|丁山射雁,该陶塑建筑装饰以“丁山射雁”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“丁山射雁”题材与陶塑表现形式进行识别。
entity_JZ_TS_042,岳家庄（岳云出世）,又称岳云出世，取材于《说岳全传》。岳飞之子岳云幼时在家瞒着母亲，练习武艺，锤法尤精。一天，金兵突来袭击岳家庄，岳云的祖母与母亲束手无策；岳云与其姊银屏带领家丁出庄拒敌，大败金兵，并生擒金将，全庄得保无忧。得知岳飞被困牛头山，岳云请缨上阵助父。最后以锤击金蝉子，解了牛头山之危。,陶塑,中进东路南面,岳云出世|岳家庄|陶塑岳家庄,陶塑|岳云出世|岳家庄|岳飞|岳云|锤|动物,岳飞之子岳云幼时在家瞒着母亲，练习武艺，锤法尤精。得知岳飞被困牛头山，岳云请缨上阵助父。,重点识别岳飞、岳云、锤、动物等可见特征。
entity_JZ_TS_043,福禄寿全、如意平安,以天官、寿星、麻姑、如意、花瓶等人物、器皿组成。,陶塑,中进东路北面,陶塑福禄寿全、如意平安|福禄寿全如意平安,陶塑|福禄寿全|如意平安|人物|花瓶|麻姑,以天官、寿星、麻姑、如意、花瓶等人物、器皿组成。,重点识别花瓶、麻姑等可见特征。
entity_JZ_TS_044,五老会（睢阳五老）,北宋仁宗时，五位德高望重的退休官员杜衍、毕世长、朱贯、王涣、冯平，退休后在睢阳寓居休养，暇日宴集聚会，吟诗唱酬，五人年皆八十余，康宁爽健，为耆老之会，为时人仰嘉。,陶塑,中进东路北面,睢阳五老|五老会|陶塑五老会,陶塑|睢阳五老|五老会,该陶塑建筑装饰以“五老会（睢阳五老）”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点结合“五老会（睢阳五老）”题材与陶塑表现形式进行识别。
entity_JZ_TS_045,太白退番书,这是一个广为流传的故事，讲的是李白赴京赶考，因不肯贿赂主试官杨国忠和高力士，被逐出考场。后番国以蛮文进表，满朝大臣无人能解。贺知章等人力荐李白解表，李白藉此机会捉弄权贵，奏请万岁赐酒，要杨国忠、高力士倒酒侍候左右，始进行解读。玄宗又命李白以蛮书草诏以宣国威，李白又奏请要杨国忠磨墨、高力士脱靴才答应草诏，皇帝正是用人之际，即下令杨、高照办，满足李白的要求。李白一泄考场被逐之恨，酒酣畅饮之后，信手挥洒草成诏书。,陶塑,中进西路南面,陶塑太白退番书,陶塑|太白退番书|太白,该陶塑建筑装饰以“太白退番书”为主要题材；现有文字资料主要说明题材或寓意，未提供更具体的可见外观细节。,重点识别太白特征，并结合“太白退番书”题材与陶塑表现形式判断。
entity_JZ_TS_046,裴元庆锤打程咬金,故事出自《说唐》。隋炀帝闻邱瑞归降瓦岗寨，急召山马关总兵裴仁基父子，但炀帝与国丈张大宾对弈早忘了国事，三子裴元庆怒插国丈，从此结仇。裴仁基父子奉命征瓦岗寨，张大宾自请监察行军使。裴元庆攻下金墉关，直取瓦岗寨。单雄信、秦叔宝等与裴元庆交手，均战败而回。寨主"混世魔王"程咬金亲自出战，也被裴元庆（图中使锤小孩）双锤打得两手出血。裴仁基见元庆连挫多人，恐其脱力，急命收兵。张大宾借此诬陷裴氏父子违抗军令当问斩，裴氏父子怒投瓦岗寨。,陶塑,中进西路北面,陶塑裴元庆锤打程咬金,陶塑|裴元庆锤打程咬金|程咬金|锤|人物,寨主"混世魔王"程咬金亲自出战，也被裴元庆（图中使锤小孩）双锤打得两手出血。,重点识别程咬金、锤等可见特征。
entity_JZ_TS_047,封官授权,尚方宝剑是皇帝用来封赐大臣的剑，表示授权，持有此剑者有先斩后奏之特权，"尚方宝剑"成了一种最高权力的象征。图中小孩手捧尚方宝剑，寓意封官授权；也取其"锋"利与"封"谐音、暗喻封妻荫子。,陶塑,后进中路南面,陶塑封官授权,陶塑|封官授权|宝剑|剑|人物,图中小孩手捧尚方宝剑，寓意封官授权；,重点识别宝剑、剑等可见特征。
entity_JZ_TS_048,加官晋爵（五爵图）,《礼记·王制》："王者之制禄爵，公、侯、伯、子、男，凡五等。"五爵是中国古代贵族五种爵位（官位）等级。图中小孩上呈的爵杯的"爵"与官爵的"爵"字是同一字。,陶塑,后进中路南面,五爵图|加官晋爵|陶塑加官晋爵,陶塑|五爵图|加官晋爵|人物,图中小孩上呈的爵杯的"爵"与官爵的"爵"字是同一字。,重点结合“加官晋爵（五爵图）”题材与陶塑表现形式进行识别。
entity_JZ_TS_049,麻姑献寿,取材于清《调元乐》传奇。麻姑是我国古代神话中的一位仙女，住在蓬莱仙岛（今山东省境内）。农历三月三日是多福多寿的西王母寿辰，此日会举办蟠桃盛会，各路神仙带着各自美好的祝福齐来祝寿。纯洁美丽的麻姑带着绛珠河畔灵芝酿成的美酒为王母祝寿。,陶塑,后进中路北面,陶塑麻姑献寿,陶塑|麻姑献寿|神仙|仙女|祝寿|献寿|麻姑|人物,麻姑是我国古代神话中的一位仙女，住在蓬莱仙岛（今山东省境内）。农历三月三日是多福多寿的西王母寿辰，此日会举办蟠桃盛会，各路神仙带着各自美好的祝福齐来祝寿。,重点识别神仙、仙女、祝寿、献寿、麻姑等可见特征。
entity_JZ_TS_050,堆金积玉、满地金银,图案以民间惯用的"刘海戏金钱""东方朔捧桃"的造型组成，在小童手持的条幅上书写有"堆金积玉""满地金银"的祝词。,陶塑,后进中路北面,陶塑堆金积玉、满地金银|堆金积玉满地金银,陶塑|堆金积玉|满地金银|东方朔|书写|刘海,图案以民间惯用的"刘海戏金钱""东方朔捧桃"的造型组成，在小童手持的条幅上书写有"堆金积玉""满地金银"的祝词。,重点识别东方朔、书写、刘海等可见特征。
entity_JZ_TS_051,羲之题扇,有一次，王羲之经过市集，见一老婆婆挟一篮竹扇在集上叫卖。那种竹扇很简陋，没有什么装饰，引不起过路人的兴趣，无人问津。王羲之见此，很同情那老婆婆，就上前跟她说"你这竹扇上没画没字，当然卖不出去，我给你题上字，怎么样？"老婆婆不认识王羲之，见他这样热心，也就把竹扇交给他写了。王羲之提笔在每把扇面上龙飞凤舞地写了几个字，就还给老婆婆。老婆婆不识字，觉得他写得很潦草，有点不高兴。王羲之安慰她说"别急，你只告诉买扇的人，上面是王右军写的字。"王羲之离开后，老婆婆就照他的话做了。市集上的人一看真是王右军的书法，都抢着买，一篮竹扇马上就卖完了。图中表现的是王羲之准备帮老婆婆写扇的场景。,陶塑,后进东路南面,陶塑羲之题扇,陶塑|羲之题扇|人物,图中表现的是王羲之准备帮老婆婆写扇的场景。,重点结合“羲之题扇”题材与陶塑表现形式进行识别。
